InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
574716,22161,HEART DECORATION RUSTIC HANGING ,1,11/6/2011 14:33,0.19,14502.0,United Kingdom
574716,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2,11/6/2011 14:33,4.25,14502.0,United Kingdom
574716,22116,METAL SIGN HIS DINNER IS SERVED,1,11/6/2011 14:33,0.79,14502.0,United Kingdom
574716,22095,LADS ONLY TISSUE BOX,1,11/6/2011 14:33,0.39,14502.0,United Kingdom
574716,17091J,VANILLA INCENSE IN TIN,1,11/6/2011 14:33,0.38,14502.0,United Kingdom
574716,22842,BISCUIT TIN VINTAGE RED,1,11/6/2011 14:33,6.75,14502.0,United Kingdom
574716,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,11/6/2011 14:33,1.65,14502.0,United Kingdom
574716,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,11/6/2011 14:33,1.25,14502.0,United Kingdom
574716,21137,BLACK RECORD COVER FRAME,1,11/6/2011 14:33,3.75,14502.0,United Kingdom
574716,22041,"RECORD FRAME 7"" SINGLE SIZE ",1,11/6/2011 14:33,2.55,14502.0,United Kingdom
574716,22095,LADS ONLY TISSUE BOX,3,11/6/2011 14:33,0.39,14502.0,United Kingdom
574716,22398,MAGNETS PACK OF 4 SWALLOWS,1,11/6/2011 14:33,0.39,14502.0,United Kingdom
574716,22398,MAGNETS PACK OF 4 SWALLOWS,2,11/6/2011 14:33,0.39,14502.0,United Kingdom
574716,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,11/6/2011 14:33,2.95,14502.0,United Kingdom
574716,22840,ROUND CAKE TIN VINTAGE RED,1,11/6/2011 14:33,7.95,14502.0,United Kingdom
574716,21034,REX CASH+CARRY JUMBO SHOPPER,1,11/6/2011 14:33,0.95,14502.0,United Kingdom
574716,22846,BREAD BIN DINER STYLE RED ,1,11/6/2011 14:33,16.95,14502.0,United Kingdom
574717,22469,HEART OF WICKER SMALL,40,11/6/2011 14:35,1.45,18170.0,United Kingdom
574717,23322,LARGE WHITE HEART OF WICKER,40,11/6/2011 14:35,2.55,18170.0,United Kingdom
574717,23321,SMALL WHITE HEART OF WICKER,40,11/6/2011 14:35,1.45,18170.0,United Kingdom
574717,23332,IVORY WICKER HEART LARGE,24,11/6/2011 14:35,1.65,18170.0,United Kingdom
