InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541800,21539,RED RETROSPOT BUTTER DISH,3,1/21/2011 14:38,4.95,15235.0,United Kingdom
541800,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,1/21/2011 14:38,3.75,15235.0,United Kingdom
541800,22073,RED RETROSPOT STORAGE JAR,4,1/21/2011 14:38,3.75,15235.0,United Kingdom
541800,21531,RED RETROSPOT SUGAR JAM BOWL,6,1/21/2011 14:38,2.55,15235.0,United Kingdom
541800,22070,SMALL RED RETROSPOT MUG IN BOX ,6,1/21/2011 14:38,3.75,15235.0,United Kingdom
541800,22894,TABLECLOTH RED APPLES DESIGN ,4,1/21/2011 14:38,8.5,15235.0,United Kingdom
541800,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,1/21/2011 14:38,7.95,15235.0,United Kingdom
541800,20676,RED RETROSPOT BOWL,8,1/21/2011 14:38,1.25,15235.0,United Kingdom
541800,22348,TEA BAG PLATE RED RETROSPOT,12,1/21/2011 14:38,0.85,15235.0,United Kingdom
541801,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,1/21/2011 14:39,1.95,15235.0,United Kingdom
541801,22435,SET OF 9 HEART SHAPED BALLOONS,12,1/21/2011 14:39,1.25,15235.0,United Kingdom
541801,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,1/21/2011 14:39,0.29,15235.0,United Kingdom
541801,21967,PACK OF 12 SKULL TISSUES,24,1/21/2011 14:39,0.29,15235.0,United Kingdom
541801,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,1/21/2011 14:39,0.29,15235.0,United Kingdom
541801,21986,PACK OF 12 PINK POLKADOT TISSUES,24,1/21/2011 14:39,0.29,15235.0,United Kingdom
541801,22614,PACK OF 12 SPACEBOY TISSUES,24,1/21/2011 14:39,0.29,15235.0,United Kingdom
541801,22457,NATURAL SLATE HEART CHALKBOARD ,6,1/21/2011 14:39,2.95,15235.0,United Kingdom
541801,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,6,1/21/2011 14:39,2.1,15235.0,United Kingdom
541802,20854,,-80,1/21/2011 14:45,0.0,,United Kingdom
541808,M,Manual,1,1/21/2011 14:51,10.0,16210.0,United Kingdom
541809,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,1/21/2011 14:58,4.96,,United Kingdom
541809,21930,JUMBO STORAGE BAG SKULLS,4,1/21/2011 14:58,4.13,,United Kingdom
541809,22069,BROWN  PIRATE TREASURE CHEST ,1,1/21/2011 14:58,4.13,,United Kingdom
541809,22076,6 RIBBONS EMPIRE  ,1,1/21/2011 14:58,2.46,,United Kingdom
541809,22110,BIRD HOUSE HOT WATER BOTTLE,2,1/21/2011 14:58,7.46,,United Kingdom
541809,22111,SCOTTIE DOG HOT WATER BOTTLE,2,1/21/2011 14:58,12.46,,United Kingdom
541809,22356,CHARLOTTE BAG PINK POLKADOT,1,1/21/2011 14:58,2.46,,United Kingdom
541809,22367,CHILDRENS APRON SPACEBOY DESIGN,1,1/21/2011 14:58,4.96,,United Kingdom
541809,22382,LUNCH BAG SPACEBOY DESIGN ,20,1/21/2011 14:58,4.13,,United Kingdom
541809,22384,LUNCH BAG PINK POLKADOT,1,1/21/2011 14:58,4.96,,United Kingdom
541809,22417,PACK OF 60 SPACEBOY CAKE CASES,1,1/21/2011 14:58,2.08,,United Kingdom
541809,22423,REGENCY CAKESTAND 3 TIER,8,1/21/2011 14:58,24.96,,United Kingdom
541809,22555,PLASTERS IN TIN STRONGMAN,2,1/21/2011 14:58,3.29,,United Kingdom
541809,22631,CIRCUS PARADE LUNCH BOX ,3,1/21/2011 14:58,3.29,,United Kingdom
541809,22637,PIGGY BANK RETROSPOT ,1,1/21/2011 14:58,5.79,,United Kingdom
541809,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,3,1/21/2011 14:58,4.13,,United Kingdom
541809,22652,TRAVEL SEWING KIT,2,1/21/2011 14:58,4.13,,United Kingdom
541809,22654,DELUXE SEWING KIT ,11,1/21/2011 14:58,12.46,,United Kingdom
541809,22690,DOORMAT HOME SWEET HOME BLUE ,1,1/21/2011 14:58,12.46,,United Kingdom
541809,22694,WICKER STAR ,1,1/21/2011 14:58,3.29,,United Kingdom
541809,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,1/21/2011 14:58,5.79,,United Kingdom
541809,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,1/21/2011 14:58,8.29,,United Kingdom
541809,22728,ALARM CLOCK BAKELIKE PINK,2,1/21/2011 14:58,5.79,,United Kingdom
541809,22730,ALARM CLOCK BAKELIKE IVORY,1,1/21/2011 14:58,5.79,,United Kingdom
541809,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,1/21/2011 14:58,5.79,,United Kingdom
541809,22745,POPPY'S PLAYHOUSE BEDROOM ,2,1/21/2011 14:58,3.29,,United Kingdom
541809,22499,WOODEN UNION JACK BUNTING,1,1/21/2011 14:58,8.29,,United Kingdom
541809,22380,TOY TIDY SPACEBOY  ,1,1/21/2011 14:58,4.13,,United Kingdom
541809,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,17,1/21/2011 14:58,4.96,,United Kingdom
541809,22077,6 RIBBONS RUSTIC CHARM,2,1/21/2011 14:58,4.13,,United Kingdom
541809,22088,PAPER BUNTING COLOURED LACE,4,1/21/2011 14:58,4.13,,United Kingdom
541809,22089,PAPER BUNTING VINTAGE PAISLEY,1,1/21/2011 14:58,4.13,,United Kingdom
541809,22112,CHOCOLATE HOT WATER BOTTLE,10,1/21/2011 14:58,12.46,,United Kingdom
541809,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,5,1/21/2011 14:58,6.63,,United Kingdom
541809,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,1/21/2011 14:58,6.63,,United Kingdom
541809,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,1/21/2011 14:58,4.13,,United Kingdom
541809,22355,CHARLOTTE BAG SUKI DESIGN,65,1/21/2011 14:58,2.46,,United Kingdom
541809,21930,JUMBO STORAGE BAG SKULLS,6,1/21/2011 14:58,4.96,,United Kingdom
541809,21931,JUMBO STORAGE BAG SUKI,10,1/21/2011 14:58,4.96,,United Kingdom
541809,21934,SKULL SHOULDER BAG,3,1/21/2011 14:58,3.29,,United Kingdom
541809,21955,DOORMAT UNION JACK GUNS AND ROSES,2,1/21/2011 14:58,12.46,,United Kingdom
541809,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,1/21/2011 14:58,9.13,,United Kingdom
541809,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4,1/21/2011 14:58,3.29,,United Kingdom
541809,84692,BOX OF 24 COCKTAIL PARASOLS,13,1/21/2011 14:58,1.63,,United Kingdom
541809,84991,60 TEATIME FAIRY CAKE CASES,5,1/21/2011 14:58,1.25,,United Kingdom
541809,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,1,1/21/2011 14:58,8.29,,United Kingdom
541809,85049g,CHOCOLATE BOX RIBBONS ,1,1/21/2011 14:58,1.63,,United Kingdom
541809,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,1/21/2011 14:58,6.63,,United Kingdom
541809,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,1/21/2011 14:58,3.29,,United Kingdom
541809,22747,POPPY'S PLAYHOUSE BATHROOM,1,1/21/2011 14:58,3.29,,United Kingdom
541809,22748,POPPY'S PLAYHOUSE KITCHEN,2,1/21/2011 14:58,3.29,,United Kingdom
541809,22835,HOT WATER BOTTLE I AM SO POORLY,7,1/21/2011 14:58,7.46,,United Kingdom
541809,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,1/21/2011 14:58,6.63,,United Kingdom
541809,47559b,TEA TIME OVEN GLOVE,3,1/21/2011 14:58,3.29,,United Kingdom
541809,48187,DOORMAT NEW ENGLAND,1,1/21/2011 14:59,12.46,,United Kingdom
541809,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,1/21/2011 14:59,8.29,,United Kingdom
541809,84030e,ENGLISH ROSE HOT WATER BOTTLE,1,1/21/2011 14:59,8.29,,United Kingdom
541809,20675,BLUE POLKADOT BOWL,1,1/21/2011 14:59,2.46,,United Kingdom
541809,20676,RED RETROSPOT BOWL,11,1/21/2011 14:59,2.46,,United Kingdom
541809,20677,PINK POLKADOT BOWL,2,1/21/2011 14:59,2.46,,United Kingdom
541809,20685,DOORMAT RED RETROSPOT,1,1/21/2011 14:59,16.63,,United Kingdom
541809,20717,STRAWBERRY SHOPPER BAG,3,1/21/2011 14:59,2.46,,United Kingdom
541809,20718,RED RETROSPOT SHOPPER BAG,6,1/21/2011 14:59,3.29,,United Kingdom
541809,20719,WOODLAND CHARLOTTE BAG,35,1/21/2011 14:59,2.46,,United Kingdom
541809,20723,STRAWBERRY CHARLOTTE BAG,15,1/21/2011 14:59,2.46,,United Kingdom
541809,20724,RED RETROSPOT CHARLOTTE BAG,34,1/21/2011 14:59,2.46,,United Kingdom
541809,20726,LUNCH BAG WOODLAND,9,1/21/2011 14:59,4.96,,United Kingdom
541809,20727,LUNCH BAG  BLACK SKULL.,7,1/21/2011 14:59,4.96,,United Kingdom
541809,20728,LUNCH BAG CARS BLUE,7,1/21/2011 14:59,4.13,,United Kingdom
541809,20734,SILVER MINI TAPE MEASURE ,12,1/21/2011 14:59,1.63,,United Kingdom
541809,20960,WATERMELON BATH SPONGE,3,1/21/2011 14:59,2.46,,United Kingdom
541809,20961,STRAWBERRY BATH SPONGE ,1,1/21/2011 14:59,2.46,,United Kingdom
541809,20963,APPLE BATH SPONGE,1,1/21/2011 14:59,2.46,,United Kingdom
541809,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,1/21/2011 14:59,2.46,,United Kingdom
541809,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,8,1/21/2011 14:59,1.63,,United Kingdom
541809,21211,SET OF 72 SKULL PAPER  DOILIES,1,1/21/2011 14:59,2.46,,United Kingdom
541809,21212,PACK OF 72 RETROSPOT CAKE CASES,6,1/21/2011 14:59,2.08,,United Kingdom
541809,21215,IVORY PAPER CUP CAKE CASES ,8,1/21/2011 14:59,1.25,,United Kingdom
541809,21327,SKULLS WRITING SET ,3,1/21/2011 14:59,2.46,,United Kingdom
541809,21329,DINOSAURS  WRITING SET ,2,1/21/2011 14:59,3.29,,United Kingdom
541809,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3,1/21/2011 14:59,4.13,,United Kingdom
541809,21484,CHICK GREY HOT WATER BOTTLE,2,1/21/2011 14:59,8.29,,United Kingdom
541809,21485,RETROSPOT HEART HOT WATER BOTTLE,1,1/21/2011 14:59,7.46,,United Kingdom
541809,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,1/21/2011 14:59,16.63,,United Kingdom
541809,21524,DOORMAT SPOTTY HOME SWEET HOME,1,1/21/2011 14:59,16.63,,United Kingdom
541809,21556,CERAMIC STRAWBERRY MONEY BOX,1,1/21/2011 14:59,4.13,,United Kingdom
541809,21668,RED STRIPE CERAMIC DRAWER KNOB,10,1/21/2011 14:59,2.46,,United Kingdom
541809,21669,BLUE STRIPE CERAMIC DRAWER KNOB,5,1/21/2011 14:59,2.46,,United Kingdom
541809,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,1/21/2011 14:59,2.46,,United Kingdom
541809,21864,UNION JACK FLAG PASSPORT COVER ,3,1/21/2011 14:59,4.13,,United Kingdom
541809,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,1/21/2011 14:59,4.13,,United Kingdom
541810,22625,RED KITCHEN SCALES,1,1/21/2011 15:00,16.63,,United Kingdom
541810,15056bl,EDWARDIAN PARASOL BLACK,1,1/21/2011 15:00,12.46,,United Kingdom
541810,20665,RED RETROSPOT PURSE ,1,1/21/2011 15:00,5.79,,United Kingdom
541810,20668,DISCO BALL CHRISTMAS DECORATION,5,1/21/2011 15:00,0.42,,United Kingdom
541810,20711,JUMBO BAG TOYS ,2,1/21/2011 15:00,4.13,,United Kingdom
541810,20713,JUMBO BAG OWLS,1,1/21/2011 15:00,4.13,,United Kingdom
541810,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,1/21/2011 15:00,5.79,,United Kingdom
541810,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,1/21/2011 15:00,5.79,,United Kingdom
541810,21116,OWL DOORSTOP,1,1/21/2011 15:00,8.29,,United Kingdom
541810,21174,POTTERING IN THE SHED METAL SIGN,1,1/21/2011 15:00,4.13,,United Kingdom
541810,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,1/21/2011 15:00,8.29,,United Kingdom
541810,21494,ROTATING LEAVES T-LIGHT HOLDER,1,1/21/2011 15:00,5.79,,United Kingdom
541810,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1/21/2011 15:00,4.13,,United Kingdom
541810,21832,CHOCOLATE CALCULATOR,2,1/21/2011 15:00,3.29,,United Kingdom
541810,21931,JUMBO STORAGE BAG SUKI,4,1/21/2011 15:00,4.13,,United Kingdom
541810,21936,RED RETROSPOT PICNIC BAG,1,1/21/2011 15:00,5.79,,United Kingdom
541810,22055,MINI CAKE STAND  HANGING STRAWBERY,1,1/21/2011 15:00,3.29,,United Kingdom
541810,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,1/21/2011 15:00,16.63,,United Kingdom
541810,22195,LARGE HEART MEASURING SPOONS,1,1/21/2011 15:00,3.29,,United Kingdom
541810,22196,SMALL HEART MEASURING SPOONS,1,1/21/2011 15:00,1.63,,United Kingdom
541810,22366,DOORMAT AIRMAIL ,1,1/21/2011 15:00,14.13,,United Kingdom
541810,22383,LUNCH BAG SUKI  DESIGN ,2,1/21/2011 15:00,4.96,,United Kingdom
541810,22385,JUMBO BAG SPACEBOY DESIGN,1,1/21/2011 15:00,4.13,,United Kingdom
541810,22386,JUMBO BAG PINK POLKADOT,2,1/21/2011 15:00,4.13,,United Kingdom
541810,22507,MEMO BOARD RETROSPOT  DESIGN,2,1/21/2011 15:00,10.79,,United Kingdom
541810,22570,FELTCRAFT CUSHION RABBIT,1,1/21/2011 15:00,7.46,,United Kingdom
541810,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,1/21/2011 15:00,10.79,,United Kingdom
541810,22699,ROSES REGENCY TEACUP AND SAUCER ,2,1/21/2011 15:00,5.79,,United Kingdom
541810,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,1,1/21/2011 15:00,2.46,,United Kingdom
541810,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,1/21/2011 15:00,2.46,,United Kingdom
541810,22896,PEG BAG APPLES DESIGN,1,1/21/2011 15:00,4.96,,United Kingdom
541810,22975,SPACEBOY CHILDRENS EGG CUP,2,1/21/2011 15:00,2.46,,United Kingdom
541810,47566,PARTY BUNTING,2,1/21/2011 15:00,10.79,,United Kingdom
541810,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,1/21/2011 15:00,6.63,,United Kingdom
541810,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,1/21/2011 15:00,4.13,,United Kingdom
541810,82580,BATHROOM METAL SIGN,1,1/21/2011 15:00,1.25,,United Kingdom
541810,82583,HOT BATHS METAL SIGN,3,1/21/2011 15:00,4.13,,United Kingdom
541810,82599,FANNY'S REST STOPMETAL SIGN,1,1/21/2011 15:00,4.13,,United Kingdom
541810,84519B,CARROT CHARLIE+LOLA COASTER SET,1,1/21/2011 15:00,5.79,,United Kingdom
541810,84559a,3D SHEET OF DOG STICKERS,1,1/21/2011 15:00,1.66,,United Kingdom
541810,84559b,3D SHEET OF CAT STICKERS,1,1/21/2011 15:00,1.66,,United Kingdom
541810,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,1,1/21/2011 15:00,2.08,,United Kingdom
541810,84970s,HANGING HEART ZINC T-LIGHT HOLDER,6,1/21/2011 15:00,2.08,,United Kingdom
541810,85040a,S/4 PINK FLOWER CANDLES IN BOWL,1,1/21/2011 15:00,3.29,,United Kingdom
541810,85099B,JUMBO BAG RED RETROSPOT,5,1/21/2011 15:00,4.13,,United Kingdom
541810,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,1/21/2011 15:00,4.13,,United Kingdom
541810,85114a,BLACK ENCHANTED FOREST PLACEMAT,4,1/21/2011 15:00,3.29,,United Kingdom
541810,DOT,DOTCOM POSTAGE,1,1/21/2011 15:00,157.08,,United Kingdom
541811,15056p,EDWARDIAN PARASOL PINK,1,1/21/2011 15:01,12.46,,United Kingdom
541811,20674,GREEN POLKADOT BOWL,4,1/21/2011 15:01,2.46,,United Kingdom
541811,20711,JUMBO BAG TOYS ,1,1/21/2011 15:01,4.13,,United Kingdom
541811,20712,JUMBO BAG WOODLAND ANIMALS,3,1/21/2011 15:01,4.13,,United Kingdom
541811,20713,JUMBO BAG OWLS,1,1/21/2011 15:01,4.13,,United Kingdom
541811,22125,UNION JACK HOT WATER BOTTLE ,1,1/21/2011 15:01,12.46,,United Kingdom
541811,22179,SET 10 LIGHTS NIGHT OWL,1,1/21/2011 15:01,13.29,,United Kingdom
541811,22195,LARGE HEART MEASURING SPOONS,2,1/21/2011 15:01,3.29,,United Kingdom
541811,22196,SMALL HEART MEASURING SPOONS,1,1/21/2011 15:01,1.63,,United Kingdom
