InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
577607,22947,WOODEN ADVENT CALENDAR RED,12,11/21/2011 9:21,7.95,14911.0,EIRE
577608,35400,,5,11/21/2011 9:22,0.0,,United Kingdom
577609,23112,PARISIENNE CURIO CABINET,2,11/21/2011 9:51,7.5,12349.0,Italy
577609,23460,SWEETHEART WALL TIDY ,2,11/21/2011 9:51,9.95,12349.0,Italy
577609,21564,PINK  HEART SHAPE LOVE BUCKET ,6,11/21/2011 9:51,2.95,12349.0,Italy
577609,21411,GINGHAM HEART  DOORSTOP RED,3,11/21/2011 9:51,4.25,12349.0,Italy
577609,21563,RED HEART SHAPE LOVE BUCKET ,6,11/21/2011 9:51,2.95,12349.0,Italy
577609,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,11/21/2011 9:51,1.95,12349.0,Italy
577609,22195,LARGE HEART MEASURING SPOONS,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,48194,DOORMAT HEARTS,2,11/21/2011 9:51,8.25,12349.0,Italy
577609,84978,HANGING HEART JAR T-LIGHT HOLDER,12,11/21/2011 9:51,1.25,12349.0,Italy
577609,22832,BROCANTE SHELF WITH HOOKS,2,11/21/2011 9:51,10.75,12349.0,Italy
577609,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,23198,PANTRY MAGNETIC  SHOPPING LIST,12,11/21/2011 9:51,1.45,12349.0,Italy
577609,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,11/21/2011 9:51,2.95,12349.0,Italy
577609,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,11/21/2011 9:51,4.95,12349.0,Italy
577609,22960,JAM MAKING SET WITH JARS,6,11/21/2011 9:51,4.25,12349.0,Italy
577609,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,11/21/2011 9:51,3.95,12349.0,Italy
577609,23113,PANTRY CHOPPING BOARD,3,11/21/2011 9:51,4.95,12349.0,Italy
577609,22692,DOORMAT WELCOME TO OUR HOME,4,11/21/2011 9:51,8.25,12349.0,Italy
577609,23253,16 PIECE CUTLERY SET PANTRY DESIGN,4,11/21/2011 9:51,15.95,12349.0,Italy
577609,22071,SMALL WHITE RETROSPOT MUG IN BOX ,6,11/21/2011 9:51,3.75,12349.0,Italy
577609,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,11/21/2011 9:51,5.95,12349.0,Italy
577609,22567,20 DOLLY PEGS RETROSPOT,12,11/21/2011 9:51,1.45,12349.0,Italy
577609,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,11/21/2011 9:51,39.95,12349.0,Italy
577609,22423,REGENCY CAKESTAND 3 TIER,1,11/21/2011 9:51,12.75,12349.0,Italy
577609,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,11/21/2011 9:51,2.95,12349.0,Italy
577609,20685,DOORMAT RED RETROSPOT,6,11/21/2011 9:51,8.25,12349.0,Italy
577609,21086,SET/6 RED SPOTTY PAPER CUPS,12,11/21/2011 9:51,0.65,12349.0,Italy
577609,21535,RED RETROSPOT SMALL MILK JUG,6,11/21/2011 9:51,2.55,12349.0,Italy
577609,21531,RED RETROSPOT SUGAR JAM BOWL,6,11/21/2011 9:51,2.55,12349.0,Italy
577609,21533,RETROSPOT LARGE MILK JUG,3,11/21/2011 9:51,4.95,12349.0,Italy
577609,22070,SMALL RED RETROSPOT MUG IN BOX ,6,11/21/2011 9:51,3.75,12349.0,Italy
577609,21787,RAIN PONCHO RETROSPOT,24,11/21/2011 9:51,0.85,12349.0,Italy
577609,85014B,RED RETROSPOT UMBRELLA,3,11/21/2011 9:51,5.95,12349.0,Italy
577609,22553,PLASTERS IN TIN SKULLS,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,23020,GLASS  SONGBIRD STORAGE JAR,1,11/21/2011 9:51,12.5,12349.0,Italy
577609,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,11/21/2011 9:51,0.83,12349.0,Italy
577609,23296,SET OF 6 TEA TIME BAKING CASES,8,11/21/2011 9:51,1.25,12349.0,Italy
577609,23294,SET OF 6 SNACK LOAF BAKING CASES,8,11/21/2011 9:51,0.83,12349.0,Italy
577609,23545,WRAP RED VINTAGE DOILY,25,11/21/2011 9:51,0.42,12349.0,Italy
577609,23295,SET OF 12 MINI LOAF BAKING CASES,8,11/21/2011 9:51,0.83,12349.0,Italy
577609,23236,STORAGE TIN VINTAGE DOILY ,6,11/21/2011 9:51,2.89,12349.0,Italy
577609,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,11/21/2011 9:51,4.15,12349.0,Italy
577609,23283,DOORMAT VINTAGE LEAF,2,11/21/2011 9:51,8.25,12349.0,Italy
577609,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,11/21/2011 9:51,2.95,12349.0,Italy
577609,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,22555,PLASTERS IN TIN STRONGMAN,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,22333,RETROSPOT PARTY BAG + STICKER SET,8,11/21/2011 9:51,1.65,12349.0,Italy
577609,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,11/21/2011 9:51,1.95,12349.0,Italy
577609,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,11/21/2011 9:51,5.95,12349.0,Italy
577609,23497,CLASSIC CHROME BICYCLE BELL ,12,11/21/2011 9:51,1.45,12349.0,Italy
577609,23514,EMBROIDERED RIBBON REEL SALLY ,6,11/21/2011 9:51,2.08,12349.0,Italy
577609,21136,PAINTED METAL PEARS ASSORTED,16,11/21/2011 9:51,1.69,12349.0,Italy
577609,22704,WRAP RED APPLES ,25,11/21/2011 9:51,0.42,12349.0,Italy
577609,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,11/21/2011 9:51,0.85,12349.0,Italy
577609,23263,SET OF 3 WOODEN HEART DECORATIONS,12,11/21/2011 9:51,1.25,12349.0,Italy
577609,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,23439,HAND WARMER RED LOVE HEART,12,11/21/2011 9:51,2.1,12349.0,Italy
577609,35970,ZINC FOLKART SLEIGH BELLS,12,11/21/2011 9:51,1.69,12349.0,Italy
577609,22556,PLASTERS IN TIN CIRCUS PARADE ,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,47504H,ENGLISH ROSE SPIRIT LEVEL ,12,11/21/2011 9:51,0.79,12349.0,Italy
577609,23108,SET OF 10 LED DOLLY LIGHTS,2,11/21/2011 9:51,6.25,12349.0,Italy
577609,85053,FRENCH ENAMEL CANDLEHOLDER,6,11/21/2011 9:51,2.1,12349.0,Italy
577609,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,11/21/2011 9:51,2.1,12349.0,Italy
577609,22430,ENAMEL WATERING CAN CREAM,4,11/21/2011 9:51,4.95,12349.0,Italy
577609,48184,DOORMAT ENGLISH ROSE ,6,11/21/2011 9:51,8.25,12349.0,Italy
577609,22059,CERAMIC STRAWBERRY DESIGN MUG,12,11/21/2011 9:51,1.49,12349.0,Italy
577609,21231,SWEETHEART CERAMIC TRINKET BOX,36,11/21/2011 9:51,1.25,12349.0,Italy
577609,21232,STRAWBERRY CERAMIC TRINKET POT,36,11/21/2011 9:51,1.25,12349.0,Italy
577609,22064,PINK DOUGHNUT TRINKET POT ,12,11/21/2011 9:51,1.65,12349.0,Italy
577609,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,11/21/2011 9:51,1.49,12349.0,Italy
577609,37500,TEA TIME TEAPOT IN GIFT BOX,12,11/21/2011 9:51,4.95,12349.0,Italy
577609,48185,DOORMAT FAIRY CAKE,4,11/21/2011 9:51,8.25,12349.0,Italy
577609,POST,POSTAGE,1,11/21/2011 9:51,300.0,12349.0,Italy
577610,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,11/21/2011 9:55,4.25,15373.0,United Kingdom
577610,21484,CHICK GREY HOT WATER BOTTLE,4,11/21/2011 9:55,4.25,15373.0,United Kingdom
577610,22692,DOORMAT WELCOME TO OUR HOME,2,11/21/2011 9:55,8.25,15373.0,United Kingdom
577610,21843,RED RETROSPOT CAKE STAND,4,11/21/2011 9:55,10.95,15373.0,United Kingdom
577610,22423,REGENCY CAKESTAND 3 TIER,4,11/21/2011 9:55,12.75,15373.0,United Kingdom
577610,23170,REGENCY TEA PLATE ROSES ,12,11/21/2011 9:55,1.65,15373.0,United Kingdom
577610,23172,REGENCY TEA PLATE PINK,12,11/21/2011 9:55,1.65,15373.0,United Kingdom
577610,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,11/21/2011 9:55,3.75,15373.0,United Kingdom
577610,22698,PINK REGENCY TEACUP AND SAUCER,6,11/21/2011 9:55,2.95,15373.0,United Kingdom
577610,22699,ROSES REGENCY TEACUP AND SAUCER ,6,11/21/2011 9:55,2.95,15373.0,United Kingdom
577610,23173,REGENCY TEAPOT ROSES ,2,11/21/2011 9:55,9.95,15373.0,United Kingdom
577610,23084,RABBIT NIGHT LIGHT,6,11/21/2011 9:55,2.08,15373.0,United Kingdom
577610,23108,SET OF 10 LED DOLLY LIGHTS,2,11/21/2011 9:55,6.25,15373.0,United Kingdom
577610,22179,SET 10 NIGHT OWL LIGHTS,2,11/21/2011 9:55,6.75,15373.0,United Kingdom
577610,22192,BLUE DINER WALL CLOCK,2,11/21/2011 9:55,8.5,15373.0,United Kingdom
577610,22191,IVORY DINER WALL CLOCK,2,11/21/2011 9:55,8.5,15373.0,United Kingdom
577610,22835,HOT WATER BOTTLE I AM SO POORLY,4,11/21/2011 9:55,4.95,15373.0,United Kingdom
577610,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,11/21/2011 9:55,3.75,15373.0,United Kingdom
577611,23118,dotcom adjust,10,11/21/2011 9:59,0.0,,United Kingdom
577612,21181,dotcom,20,11/21/2011 9:59,0.0,,United Kingdom
577613,20979,36 PENCILS TUBE RED RETROSPOT,16,11/21/2011 10:02,1.25,14911.0,EIRE
577613,22489,PACK OF 12 TRADITIONAL CRAYONS,24,11/21/2011 10:02,0.42,14911.0,EIRE
577613,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,11/21/2011 10:02,1.95,14911.0,EIRE
577613,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,11/21/2011 10:02,0.83,14911.0,EIRE
577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,11/21/2011 10:02,3.75,14911.0,EIRE
577613,22138,BAKING SET 9 PIECE RETROSPOT ,3,11/21/2011 10:02,4.95,14911.0,EIRE
577613,23502,PLAYING CARDS VINTAGE DOILY ,12,11/21/2011 10:02,1.25,14911.0,EIRE
577613,21912,VINTAGE SNAKES & LADDERS,4,11/21/2011 10:02,3.75,14911.0,EIRE
577613,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,11/21/2011 10:02,1.65,14911.0,EIRE
577613,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,11/21/2011 10:02,0.39,14911.0,EIRE
577613,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,11/21/2011 10:02,0.39,14911.0,EIRE
577613,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,11/21/2011 10:02,0.39,14911.0,EIRE
577613,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,11/21/2011 10:02,0.39,14911.0,EIRE
577613,23551,PACK OF 12 PAISLEY PARK TISSUES ,24,11/21/2011 10:02,0.39,14911.0,EIRE
577613,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,11/21/2011 10:02,2.95,14911.0,EIRE
577613,22939,ADULT APRON APPLE DELIGHT,4,11/21/2011 10:02,4.95,14911.0,EIRE
577613,22898,CHILDRENS APRON APPLES DESIGN,8,11/21/2011 10:02,1.95,14911.0,EIRE
577613,23433,HANGING QUILTED PATCHWORK APPLES,12,11/21/2011 10:02,0.83,14911.0,EIRE
577613,23298,SPOTTY BUNTING,3,11/21/2011 10:02,4.95,14911.0,EIRE
577613,47566,PARTY BUNTING,4,11/21/2011 10:02,4.95,14911.0,EIRE
577613,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,11/21/2011 10:02,1.95,14911.0,EIRE
577613,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,11/21/2011 10:02,5.95,14911.0,EIRE
577613,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,11/21/2011 10:02,8.25,14911.0,EIRE
577613,48129,DOORMAT TOPIARY,2,11/21/2011 10:02,8.25,14911.0,EIRE
577613,48194,DOORMAT HEARTS,2,11/21/2011 10:02,8.25,14911.0,EIRE
577613,22605,WOODEN CROQUET GARDEN SET,3,11/21/2011 10:02,14.95,14911.0,EIRE
577613,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,11/21/2011 10:02,2.55,14911.0,EIRE
