InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
563434,22814,CARD PARTY GAMES ,12,8/16/2011 12:21,0.42,14057.0,United Kingdom
563434,22522,CHILDS GARDEN FORK BLUE ,6,8/16/2011 12:21,0.85,14057.0,United Kingdom
563434,22523,CHILDS GARDEN FORK PINK,6,8/16/2011 12:21,0.85,14057.0,United Kingdom
563434,22418,10 COLOUR SPACEBOY PEN,12,8/16/2011 12:21,0.85,14057.0,United Kingdom
563434,22360,GLASS JAR ENGLISH CONFECTIONERY,1,8/16/2011 12:21,2.95,14057.0,United Kingdom
563434,23347,I LOVE LONDON BEAKER,12,8/16/2011 12:21,1.25,14057.0,United Kingdom
563434,22616,PACK OF 12 LONDON TISSUES ,48,8/16/2011 12:21,0.29,14057.0,United Kingdom
563434,22659,LUNCH BOX I LOVE LONDON,8,8/16/2011 12:21,1.95,14057.0,United Kingdom
563434,22902,TOTE BAG I LOVE LONDON,4,8/16/2011 12:21,2.1,14057.0,United Kingdom
563434,20749,ASSORTED COLOUR MINI CASES,4,8/16/2011 12:21,7.95,14057.0,United Kingdom
563434,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,8/16/2011 12:21,1.25,14057.0,United Kingdom
563434,20750,RED RETROSPOT MINI CASES,4,8/16/2011 12:21,7.95,14057.0,United Kingdom
563434,22561,WOODEN SCHOOL COLOURING SET,24,8/16/2011 12:21,1.65,14057.0,United Kingdom
563434,22491,PACK OF 12 COLOURED PENCILS,12,8/16/2011 12:21,0.85,14057.0,United Kingdom
563434,22489,PACK OF 12 TRADITIONAL CRAYONS,24,8/16/2011 12:21,0.42,14057.0,United Kingdom
563434,22555,PLASTERS IN TIN STRONGMAN,24,8/16/2011 12:21,1.65,14057.0,United Kingdom
563434,22556,PLASTERS IN TIN CIRCUS PARADE ,24,8/16/2011 12:21,1.65,14057.0,United Kingdom
563434,23238,SET OF 4 KNICK KNACK TINS LONDON ,24,8/16/2011 12:21,4.15,14057.0,United Kingdom
563434,22973,CHILDREN'S CIRCUS PARADE MUG,6,8/16/2011 12:21,1.65,14057.0,United Kingdom
563434,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,8/16/2011 12:21,1.25,14057.0,United Kingdom
563434,22988,SOLDIERS EGG CUP ,12,8/16/2011 12:21,1.25,14057.0,United Kingdom
563434,22970,LONDON BUS COFFEE MUG,12,8/16/2011 12:21,2.55,14057.0,United Kingdom
563434,22971,QUEENS GUARD COFFEE MUG,12,8/16/2011 12:21,2.55,14057.0,United Kingdom
563434,23199,JUMBO BAG APPLES,2,8/16/2011 12:21,2.08,14057.0,United Kingdom
563434,23201,JUMBO BAG ALPHABET,1,8/16/2011 12:21,2.08,14057.0,United Kingdom
563435,23144,ZINC T-LIGHT HOLDER STARS SMALL,48,8/16/2011 12:29,0.83,16131.0,United Kingdom
563435,48194,DOORMAT HEARTS,10,8/16/2011 12:29,6.75,16131.0,United Kingdom
563435,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,8/16/2011 12:29,0.29,16131.0,United Kingdom
563435,22595,GINGHAM HEART DECORATION,24,8/16/2011 12:29,0.85,16131.0,United Kingdom
563435,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,8/16/2011 12:29,2.55,16131.0,United Kingdom
563435,21982,PACK OF 12 SUKI TISSUES ,24,8/16/2011 12:29,0.29,16131.0,United Kingdom
563435,21986,PACK OF 12 PINK POLKADOT TISSUES,24,8/16/2011 12:29,0.29,16131.0,United Kingdom
563435,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,8/16/2011 12:29,0.29,16131.0,United Kingdom
563435,22614,PACK OF 12 SPACEBOY TISSUES,24,8/16/2011 12:29,0.29,16131.0,United Kingdom
563435,22219,LOVEBIRD HANGING DECORATION WHITE ,48,8/16/2011 12:29,0.85,16131.0,United Kingdom
563435,84879,ASSORTED COLOUR BIRD ORNAMENT,24,8/16/2011 12:29,1.69,16131.0,United Kingdom
563435,22335,HEART DECORATION PAINTED ZINC ,24,8/16/2011 12:29,0.65,16131.0,United Kingdom
563435,23103,JINGLE BELL HEART DECORATION,24,8/16/2011 12:29,1.65,16131.0,United Kingdom
563435,21770,OPEN CLOSED METAL SIGN,8,8/16/2011 12:29,4.95,16131.0,United Kingdom
563435,82582,AREA PATROLLED METAL SIGN,72,8/16/2011 12:29,1.85,16131.0,United Kingdom
563435,22115,METAL SIGN EMPIRE TEA,12,8/16/2011 12:29,0.79,16131.0,United Kingdom
563435,22193,RED DINER WALL CLOCK,2,8/16/2011 12:29,8.5,16131.0,United Kingdom
563435,22192,BLUE DINER WALL CLOCK,2,8/16/2011 12:29,8.5,16131.0,United Kingdom
563436,22624,IVORY KITCHEN SCALES,2,8/16/2011 12:32,8.5,16131.0,United Kingdom
563437,16237,SLEEPING CAT ERASERS,30,8/16/2011 12:52,0.21,14232.0,United Kingdom
563437,21172,PARTY METAL SIGN ,24,8/16/2011 12:52,1.45,14232.0,United Kingdom
563437,23310,BUBBLEGUM RING ASSORTED,72,8/16/2011 12:52,0.42,14232.0,United Kingdom
563437,47563A,RETRO LONGBOARD IRONING BOARD COVER,12,8/16/2011 12:52,1.25,14232.0,United Kingdom
563437,84212,"ASSORTED FLOWER COLOUR ""LEIS""",48,8/16/2011 12:52,0.65,14232.0,United Kingdom
563437,21562,HAWAIIAN GRASS SKIRT ,12,8/16/2011 12:52,1.25,14232.0,United Kingdom
563437,21497,FANCY FONTS BIRTHDAY WRAP,25,8/16/2011 12:52,0.42,14232.0,United Kingdom
563437,23232,WRAP VINTAGE LEAF DESIGN,25,8/16/2011 12:52,0.42,14232.0,United Kingdom
563437,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,8/16/2011 12:52,0.39,14232.0,United Kingdom
563437,82482,WOODEN PICTURE FRAME WHITE FINISH,12,8/16/2011 12:52,2.55,14232.0,United Kingdom
563437,22318,FIVE HEART HANGING DECORATION,6,8/16/2011 12:52,2.95,14232.0,United Kingdom
563437,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,8/16/2011 12:52,3.29,14232.0,United Kingdom
563437,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,8/16/2011 12:52,0.83,14232.0,United Kingdom
563437,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,8/16/2011 12:52,0.29,14232.0,United Kingdom
563438,22560,TRADITIONAL MODELLING CLAY,24,8/16/2011 12:59,1.25,13743.0,United Kingdom
563438,23188,VINTAGE  2 METER FOLDING RULER,24,8/16/2011 12:59,1.65,13743.0,United Kingdom
563438,22493,PAINT YOUR OWN CANVAS SET,12,8/16/2011 12:59,1.65,13743.0,United Kingdom
563438,22561,WOODEN SCHOOL COLOURING SET,24,8/16/2011 12:59,1.65,13743.0,United Kingdom
563438,22492,MINI PAINT SET VINTAGE ,36,8/16/2011 12:59,0.65,13743.0,United Kingdom
563438,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,8/16/2011 12:59,0.29,13743.0,United Kingdom
563439,20675,BLUE POLKADOT BOWL,2,8/16/2011 13:05,2.46,,United Kingdom
563439,20677,PINK POLKADOT BOWL,1,8/16/2011 13:05,2.46,,United Kingdom
563439,20719,WOODLAND CHARLOTTE BAG,40,8/16/2011 13:05,2.46,,United Kingdom
563439,20723,STRAWBERRY CHARLOTTE BAG,42,8/16/2011 13:05,2.46,,United Kingdom
563439,20724,RED RETROSPOT CHARLOTTE BAG,53,8/16/2011 13:05,2.46,,United Kingdom
563439,20725,LUNCH BAG RED RETROSPOT,28,8/16/2011 13:05,4.96,,United Kingdom
563439,20726,LUNCH BAG WOODLAND,20,8/16/2011 13:05,4.96,,United Kingdom
563439,20727,LUNCH BAG  BLACK SKULL.,19,8/16/2011 13:05,4.96,,United Kingdom
563439,20728,LUNCH BAG CARS BLUE,12,8/16/2011 13:05,4.96,,United Kingdom
563439,20966,SANDWICH BATH SPONGE,3,8/16/2011 13:05,2.46,,United Kingdom
563439,21041,RED RETROSPOT OVEN GLOVE DOUBLE,10,8/16/2011 13:05,6.63,,United Kingdom
563439,21154,RED RETROSPOT OVEN GLOVE ,12,8/16/2011 13:05,3.29,,United Kingdom
563439,21155,RED RETROSPOT PEG BAG,14,8/16/2011 13:05,4.96,,United Kingdom
563439,21212,PACK OF 72 RETROSPOT CAKE CASES,26,8/16/2011 13:05,2.08,,United Kingdom
563439,21212,PACK OF 72 RETROSPOT CAKE CASES,1,8/16/2011 13:05,5.0,,United Kingdom
563439,21213,PACK OF 72 SKULL CAKE CASES,6,8/16/2011 13:05,2.08,,United Kingdom
563439,21232,STRAWBERRY CERAMIC TRINKET BOX,1,8/16/2011 13:05,3.29,,United Kingdom
563439,21239,PINK  POLKADOT CUP,6,8/16/2011 13:05,1.63,,United Kingdom
563439,21240,BLUE POLKADOT CUP,7,8/16/2011 13:05,1.63,,United Kingdom
563439,21242,RED RETROSPOT PLATE ,3,8/16/2011 13:05,3.29,,United Kingdom
563439,21243,PINK  POLKADOT PLATE ,3,8/16/2011 13:05,3.29,,United Kingdom
563439,21244,BLUE POLKADOT PLATE ,1,8/16/2011 13:05,3.29,,United Kingdom
563439,21484,CHICK GREY HOT WATER BOTTLE,2,8/16/2011 13:05,8.29,,United Kingdom
563439,21668,RED STRIPE CERAMIC DRAWER KNOB,8,8/16/2011 13:05,2.46,,United Kingdom
563439,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,8/16/2011 13:05,3.29,,United Kingdom
