InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544075,22985,"WRAP, BILLBOARD FONTS DESIGN",300,2/15/2011 14:50,0.34,14156.0,EIRE
544075,23232,WRAP VINTAGE PETALS  DESIGN,200,2/15/2011 14:50,0.34,14156.0,EIRE
544076,21671,RED SPOT CERAMIC DRAWER KNOB,24,2/15/2011 15:00,1.25,16407.0,United Kingdom
544076,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,2/15/2011 15:00,1.25,16407.0,United Kingdom
544077,85194S,HANGING SPRING FLOWER EGG SMALL,6,2/15/2011 15:04,0.65,14825.0,United Kingdom
544077,21389,IVORY HANGING DECORATION  BIRD,6,2/15/2011 15:04,0.85,14825.0,United Kingdom
544077,21746,SMALL RED RETROSPOT WINDMILL,2,2/15/2011 15:04,1.25,14825.0,United Kingdom
544077,21749,LARGE RED RETROSPOT WINDMILL,5,2/15/2011 15:04,2.1,14825.0,United Kingdom
544077,21746,SMALL RED RETROSPOT WINDMILL,8,2/15/2011 15:04,1.25,14825.0,United Kingdom
544077,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2/15/2011 15:04,2.95,14825.0,United Kingdom
544077,85040A,S/4 PINK FLOWER CANDLES IN BOWL,4,2/15/2011 15:04,1.65,14825.0,United Kingdom
544077,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,2/15/2011 15:04,1.65,14825.0,United Kingdom
544077,84836,ZINC METAL HEART DECORATION,6,2/15/2011 15:04,1.25,14825.0,United Kingdom
544077,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2/15/2011 15:04,0.85,14825.0,United Kingdom
544077,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,4,2/15/2011 15:04,1.65,14825.0,United Kingdom
544077,20854,BLUE PATCH PURSE PINK HEART,4,2/15/2011 15:04,1.65,14825.0,United Kingdom
544077,22954,HEN PARTY CORDON BARRIER TAPE,6,2/15/2011 15:04,1.25,14825.0,United Kingdom
544077,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2/15/2011 15:04,1.69,14825.0,United Kingdom
544077,85186C,BUNNY EGG GARLAND,4,2/15/2011 15:04,0.42,14825.0,United Kingdom
544077,22294,HEART FILIGREE DOVE  SMALL,4,2/15/2011 15:04,1.25,14825.0,United Kingdom
544077,22295,HEART FILIGREE DOVE LARGE,4,2/15/2011 15:04,1.65,14825.0,United Kingdom
