InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
566789,23220,REINDEER HEART DECORATION GOLD,24,9/15/2011 10:35,0.83,13134.0,United Kingdom
566789,23217,LAUREL HEART ANTIQUE SILVER,12,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,23218,LAUREL STAR ANTIQUE GOLD,12,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,23216,LAUREL HEART ANTIQUE GOLD,12,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,23222,CHRISTMAS TREE HANGING GOLD,12,9/15/2011 10:35,0.83,13134.0,United Kingdom
566789,23219,LAUREL STAR ANTIQUE SILVER ,12,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,23223,CHRISTMAS TREE HANGING SILVER ,12,9/15/2011 10:35,0.83,13134.0,United Kingdom
566789,23224,CHERUB HEART DECORATION GOLD,12,9/15/2011 10:35,0.83,13134.0,United Kingdom
566789,23263,SET OF 3 WOODEN HEART DECORATIONS,24,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,9/15/2011 10:35,1.45,13134.0,United Kingdom
566789,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,9/15/2011 10:35,1.45,13134.0,United Kingdom
566789,21494,ROTATING LEAVES T-LIGHT HOLDER,24,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,24,9/15/2011 10:35,2.55,13134.0,United Kingdom
566789,21802,CHRISTMAS TREE HEART DECORATION,36,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,21803,CHRISTMAS TREE STAR DECORATION,36,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,21823,PAINTED METAL HEART WITH HOLLY BELL,12,9/15/2011 10:35,1.45,13134.0,United Kingdom
566789,21801,CHRISTMAS TREE DECORATION WITH BELL,36,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,21824,PAINTED METAL STAR WITH HOLLY BELLS,12,9/15/2011 10:35,1.45,13134.0,United Kingdom
566789,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,9/15/2011 10:35,2.08,13134.0,United Kingdom
566789,23547,WRAP FLOWER SHOP  ,25,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,21500,PINK POLKADOT WRAP ,25,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,16169M,WRAP DAISY CARPET ,25,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,22986,WRAP GINGHAM ROSE ,25,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,16161P,WRAP ENGLISH ROSE ,25,9/15/2011 10:35,0.42,13134.0,United Kingdom
566789,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,4,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,9/15/2011 10:35,4.25,13134.0,United Kingdom
566789,85015,SET OF 12  VINTAGE POSTCARD SET,24,9/15/2011 10:35,0.65,13134.0,United Kingdom
566789,23153,ZINC SWEETHEART WIRE LETTER RACK,4,9/15/2011 10:35,3.75,13134.0,United Kingdom
566789,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,9/15/2011 10:35,3.75,13134.0,United Kingdom
566789,23351,ROLL WRAP 50'S CHRISTMAS,12,9/15/2011 10:35,1.25,13134.0,United Kingdom
566789,23546,WRAP PAISLEY PARK ,25,9/15/2011 10:35,0.42,13134.0,United Kingdom
566790,22699,ROSES REGENCY TEACUP AND SAUCER ,24,9/15/2011 10:35,2.55,17679.0,United Kingdom
566790,22697,GREEN REGENCY TEACUP AND SAUCER,24,9/15/2011 10:35,2.55,17679.0,United Kingdom
566790,22698,PINK REGENCY TEACUP AND SAUCER,24,9/15/2011 10:35,2.55,17679.0,United Kingdom
566790,22423,REGENCY CAKESTAND 3 TIER,16,9/15/2011 10:35,10.95,17679.0,United Kingdom
566790,23170,REGENCY TEA PLATE ROSES ,48,9/15/2011 10:35,1.45,17679.0,United Kingdom
566790,23171,REGENCY TEA PLATE GREEN ,48,9/15/2011 10:35,1.45,17679.0,United Kingdom
566790,23172,REGENCY TEA PLATE PINK,48,9/15/2011 10:35,1.45,17679.0,United Kingdom
566790,23173,REGENCY TEAPOT ROSES ,12,9/15/2011 10:35,8.15,17679.0,United Kingdom
566790,23174,REGENCY SUGAR BOWL GREEN,24,9/15/2011 10:35,3.75,17679.0,United Kingdom
566790,23175,REGENCY MILK JUG PINK ,24,9/15/2011 10:35,2.75,17679.0,United Kingdom
566790,23245,SET OF 3 REGENCY CAKE TINS,8,9/15/2011 10:35,4.95,17679.0,United Kingdom
566790,23020,GLASS  SONGBIRD STORAGE JAR,8,9/15/2011 10:35,11.15,17679.0,United Kingdom
566790,21314,SMALL GLASS HEART TRINKET POT,24,9/15/2011 10:35,2.1,17679.0,United Kingdom
566790,23016,GLASS TWIST BON BON JAR,6,9/15/2011 10:35,7.85,17679.0,United Kingdom
566790,23014,GLASS APOTHECARY BOTTLE ELIXIR,12,9/15/2011 10:35,3.45,17679.0,United Kingdom
566790,23013,GLASS APOTHECARY BOTTLE TONIC,12,9/15/2011 10:35,3.45,17679.0,United Kingdom
566790,23012,GLASS APOTHECARY BOTTLE PERFUME,12,9/15/2011 10:35,3.45,17679.0,United Kingdom
566790,84375,SET OF 20 KIDS COOKIE CUTTERS,48,9/15/2011 10:35,2.1,17679.0,United Kingdom
566790,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,9/15/2011 10:35,2.95,17679.0,United Kingdom
566790,22960,JAM MAKING SET WITH JARS,12,9/15/2011 10:35,3.75,17679.0,United Kingdom
566790,22961,JAM MAKING SET PRINTED,24,9/15/2011 10:35,1.45,17679.0,United Kingdom
566790,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,120,9/15/2011 10:35,0.42,17679.0,United Kingdom
566790,23423,PANTRY 3 HOOK ROLLING PIN HANGER,6,9/15/2011 10:35,3.75,17679.0,United Kingdom
566790,23340,VINTAGE CHRISTMAS CAKE FRILL,36,9/15/2011 10:35,1.65,17679.0,United Kingdom
566790,22950,36 DOILIES VINTAGE CHRISTMAS,36,9/15/2011 10:35,1.45,17679.0,United Kingdom
566790,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,9/15/2011 10:35,7.08,17679.0,United Kingdom
566816,22662,LUNCH BAG DOLLY GIRL DESIGN,20,9/15/2011 10:53,1.65,12731.0,France
566816,23346,SPACEBOY BEAKER,24,9/15/2011 10:53,1.25,12731.0,France
566816,23008,DOLLY GIRL BABY GIFT SET,12,9/15/2011 10:53,14.95,12731.0,France
566816,22629,SPACEBOY LUNCH BOX ,24,9/15/2011 10:53,1.95,12731.0,France
566816,23007, SPACEBOY BABY GIFT SET,12,9/15/2011 10:53,14.95,12731.0,France
566816,23009,I LOVE LONDON BABY GIFT SET,6,9/15/2011 10:53,14.95,12731.0,France
566816,22423,REGENCY CAKESTAND 3 TIER,16,9/15/2011 10:53,10.95,12731.0,France
566816,23171,REGENCY TEA PLATE GREEN ,24,9/15/2011 10:53,1.65,12731.0,France
566816,23170,REGENCY TEA PLATE ROSES ,48,9/15/2011 10:53,1.45,12731.0,France
566816,22971,QUEENS GUARD COFFEE MUG,24,9/15/2011 10:53,2.55,12731.0,France
566816,21915,RED  HARMONICA IN BOX ,48,9/15/2011 10:53,1.25,12731.0,France
566816,21914,BLUE HARMONICA IN BOX ,48,9/15/2011 10:53,1.25,12731.0,France
566816,22492,MINI PAINT SET VINTAGE ,36,9/15/2011 10:53,0.65,12731.0,France
566816,22367,CHILDRENS APRON SPACEBOY DESIGN,24,9/15/2011 10:53,1.95,12731.0,France
566816,22899,CHILDREN'S APRON DOLLY GIRL ,24,9/15/2011 10:53,2.1,12731.0,France
566816,20725,LUNCH BAG RED RETROSPOT,20,9/15/2011 10:53,1.65,12731.0,France
566816,22382,LUNCH BAG SPACEBOY DESIGN ,20,9/15/2011 10:53,1.65,12731.0,France
566816,21524,DOORMAT SPOTTY HOME SWEET HOME,10,9/15/2011 10:53,7.08,12731.0,France
566816,48138,DOORMAT UNION FLAG,10,9/15/2011 10:53,7.08,12731.0,France
566816,22688,DOORMAT PEACE ON EARTH BLUE,10,9/15/2011 10:53,7.08,12731.0,France
566816,22690,DOORMAT HOME SWEET HOME BLUE ,10,9/15/2011 10:53,7.08,12731.0,France
566816,23349,ROLL WRAP VINTAGE CHRISTMAS,24,9/15/2011 10:53,1.25,12731.0,France
566816,23352,ROLL WRAP 50'S RED CHRISTMAS ,24,9/15/2011 10:53,1.25,12731.0,France
566816,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,9/15/2011 10:53,4.25,12731.0,France
566816,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,9/15/2011 10:53,3.75,12731.0,France
566816,21479,WHITE SKULL HOT WATER BOTTLE ,12,9/15/2011 10:53,4.25,12731.0,France
566816,21481,FAWN BLUE HOT WATER BOTTLE,36,9/15/2011 10:53,3.39,12731.0,France
566816,84879,ASSORTED COLOUR BIRD ORNAMENT,160,9/15/2011 10:53,1.45,12731.0,France
566816,23222,CHRISTMAS TREE HANGING GOLD,144,9/15/2011 10:53,0.72,12731.0,France
566816,23224,CHERUB HEART DECORATION GOLD,144,9/15/2011 10:53,0.72,12731.0,France
566816,20685,DOORMAT RED RETROSPOT,10,9/15/2011 10:53,7.08,12731.0,France
566817,23200,JUMBO BAG PEARS,30,9/15/2011 10:53,2.08,16160.0,United Kingdom
566817,23199,JUMBO BAG APPLES,30,9/15/2011 10:53,2.08,16160.0,United Kingdom
566817,23203,JUMBO BAG VINTAGE DOILY ,30,9/15/2011 10:53,2.08,16160.0,United Kingdom
