InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C553880,22464,HANGING METAL HEART LANTERN,-72,5/19/2011 15:23,1.45,13762.0,United Kingdom
C553880,22055,MINI CAKE STAND  HANGING STRAWBERY,-8,5/19/2011 15:23,1.65,13762.0,United Kingdom
C553880,21232,STRAWBERRY CERAMIC TRINKET BOX,-24,5/19/2011 15:23,1.25,13762.0,United Kingdom
C553880,21231,SWEETHEART CERAMIC TRINKET BOX,-24,5/19/2011 15:23,1.25,13762.0,United Kingdom
C553880,21124,SET/10 BLUE POLKADOT PARTY CANDLES,-24,5/19/2011 15:23,1.25,13762.0,United Kingdom
C553880,21122,SET/10 PINK POLKADOT PARTY CANDLES,-24,5/19/2011 15:23,1.25,13762.0,United Kingdom
553881,22491,PACK OF 12 COLOURED PENCILS,48,5/19/2011 15:24,0.85,16966.0,United Kingdom
553881,22561,WOODEN SCHOOL COLOURING SET,48,5/19/2011 15:24,1.65,16966.0,United Kingdom
553881,21892,TRADITIONAL WOODEN CATCH CUP GAME ,60,5/19/2011 15:24,1.25,16966.0,United Kingdom
553881,21703,BAG 125g SWIRLY MARBLES,48,5/19/2011 15:24,0.42,16966.0,United Kingdom
553881,21891,TRADITIONAL WOODEN SKIPPING ROPE,36,5/19/2011 15:24,1.45,16966.0,United Kingdom
553881,22560,TRADITIONAL MODELLING CLAY,48,5/19/2011 15:24,1.06,16966.0,United Kingdom
553882,22629,SPACEBOY LUNCH BOX ,24,5/19/2011 15:30,1.95,16672.0,United Kingdom
553882,22729,ALARM CLOCK BAKELIKE ORANGE,24,5/19/2011 15:30,3.75,16672.0,United Kingdom
553882,22727,ALARM CLOCK BAKELIKE RED ,30,5/19/2011 15:30,3.75,16672.0,United Kingdom
553883,22467,GUMBALL COAT RACK,48,5/19/2011 15:31,2.1,16672.0,United Kingdom
553884,POST,POSTAGE,1,5/19/2011 15:36,18.0,12600.0,Germany
553884,23084,RABBIT NIGHT LIGHT,12,5/19/2011 15:36,2.08,12600.0,Germany
553884,20726,LUNCH BAG WOODLAND,10,5/19/2011 15:36,1.65,12600.0,Germany
553884,15056BL,EDWARDIAN PARASOL BLACK,15,5/19/2011 15:36,5.95,12600.0,Germany
553884,20679,EDWARDIAN PARASOL RED,9,5/19/2011 15:36,5.95,12600.0,Germany
553885,22961,JAM MAKING SET PRINTED,24,5/19/2011 15:41,1.45,12601.0,Germany
553885,23112,PARISIENNE CURIO CABINET,2,5/19/2011 15:41,7.5,12601.0,Germany
553885,85059,FRENCH ENAMEL WATER BASIN,4,5/19/2011 15:41,3.75,12601.0,Germany
553885,22427,ENAMEL FLOWER JUG CREAM,3,5/19/2011 15:41,5.95,12601.0,Germany
553885,POST,POSTAGE,1,5/19/2011 15:41,18.0,12601.0,Germany
553885,22803,IVORY EMBROIDERED QUILT ,1,5/19/2011 15:41,39.95,12601.0,Germany
553886,23138,SINGLE WIRE HOOK IVORY HEART,12,5/19/2011 15:53,1.45,15648.0,United Kingdom
553886,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,5/19/2011 15:53,1.45,15648.0,United Kingdom
553886,23201,JUMBO BAG ALPHABET,10,5/19/2011 15:53,1.95,15648.0,United Kingdom
553886,23203,JUMBO BAG DOILEY PATTERNS,10,5/19/2011 15:53,1.95,15648.0,United Kingdom
553886,23209,LUNCH BAG DOILEY PATTERN ,10,5/19/2011 15:53,1.65,15648.0,United Kingdom
553886,85066,CREAM SWEETHEART MINI CHEST,2,5/19/2011 15:53,12.75,15648.0,United Kingdom
553886,22470,HEART OF WICKER LARGE,12,5/19/2011 15:53,2.95,15648.0,United Kingdom
553886,23132,SMALL IVORY HEART WALL ORGANISER,6,5/19/2011 15:53,5.75,15648.0,United Kingdom
553886,22469,HEART OF WICKER SMALL,40,5/19/2011 15:53,1.45,15648.0,United Kingdom
553886,22776,SWEETHEART CAKESTAND 3 TIER,2,5/19/2011 15:53,9.95,15648.0,United Kingdom
553886,22502,PICNIC BASKET WICKER SMALL,4,5/19/2011 15:53,5.95,15648.0,United Kingdom
553886,22501,PICNIC BASKET WICKER LARGE,2,5/19/2011 15:53,9.95,15648.0,United Kingdom
553886,84406B,CREAM CUPID HEARTS COAT HANGER,8,5/19/2011 15:53,4.15,15648.0,United Kingdom
553887,23298,SPOTTY BUNTING,12,5/19/2011 16:04,4.95,17068.0,United Kingdom
553887,47590B,PINK HAPPY BIRTHDAY BUNTING,3,5/19/2011 16:04,5.45,17068.0,United Kingdom
553887,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,5/19/2011 16:04,5.45,17068.0,United Kingdom
553887,20727,LUNCH BAG  BLACK SKULL.,10,5/19/2011 16:04,1.65,17068.0,United Kingdom
553887,20726,LUNCH BAG WOODLAND,10,5/19/2011 16:04,1.65,17068.0,United Kingdom
553887,22383,LUNCH BAG SUKI DESIGN ,10,5/19/2011 16:04,1.65,17068.0,United Kingdom
553887,23206,LUNCH BAG APPLE DESIGN,10,5/19/2011 16:04,1.65,17068.0,United Kingdom
553887,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/19/2011 16:04,1.65,17068.0,United Kingdom
553887,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,5/19/2011 16:04,2.95,17068.0,United Kingdom
553888,23203,JUMBO BAG DOILEY PATTERNS,10,5/19/2011 16:09,2.08,15201.0,United Kingdom
553888,85099B,JUMBO BAG RED RETROSPOT,10,5/19/2011 16:09,2.08,15201.0,United Kingdom
553888,22954,HEN PARTY CORDON BARRIER TAPE,12,5/19/2011 16:09,1.25,15201.0,United Kingdom
553888,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,24,5/19/2011 16:09,1.25,15201.0,United Kingdom
553888,47590B,PINK HAPPY BIRTHDAY BUNTING,3,5/19/2011 16:09,5.45,15201.0,United Kingdom
553888,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,5/19/2011 16:09,0.42,15201.0,United Kingdom
