InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541971,22423,REGENCY CAKESTAND 3 TIER,1,1/24/2011 13:48,24.96,,United Kingdom
541971,22424,ENAMEL BREAD BIN CREAM,1,1/24/2011 13:48,24.96,,United Kingdom
541971,22457,NATURAL SLATE HEART CHALKBOARD ,1,1/24/2011 13:48,5.79,,United Kingdom
541971,22464,HANGING METAL HEART LANTERN,1,1/24/2011 13:48,3.29,,United Kingdom
541971,22465,HANGING METAL STAR LANTERN,1,1/24/2011 13:48,3.29,,United Kingdom
541971,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22569,FELTCRAFT CUSHION BUTTERFLY,2,1/24/2011 13:48,7.46,,United Kingdom
541971,22570,FELTCRAFT CUSHION RABBIT,1,1/24/2011 13:48,7.46,,United Kingdom
541971,22574,HEART WOODEN CHRISTMAS DECORATION,2,1/24/2011 13:48,1.63,,United Kingdom
541971,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,1/24/2011 13:48,1.63,,United Kingdom
541971,22637,PIGGY BANK RETROSPOT ,1,1/24/2011 13:48,4.96,,United Kingdom
541971,22668,PINK BABY BUNTING,1,1/24/2011 13:48,5.79,,United Kingdom
541971,22670,FRENCH WC SIGN BLUE METAL,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22677,FRENCH BLUE METAL DOOR SIGN 2,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22678,FRENCH BLUE METAL DOOR SIGN 3,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22713,CARD I LOVE LONDON ,1,1/24/2011 13:48,0.83,,United Kingdom
541971,22714,CARD BIRTHDAY COWBOY,1,1/24/2011 13:48,0.83,,United Kingdom
541971,22716,CARD CIRCUS PARADE,1,1/24/2011 13:48,0.83,,United Kingdom
541971,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,1/24/2011 13:48,8.29,,United Kingdom
541971,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,1/24/2011 13:48,7.46,,United Kingdom
541971,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22777,GLASS CLOCHE LARGE,1,1/24/2011 13:48,16.63,,United Kingdom
541971,22778,GLASS CLOCHE SMALL,1,1/24/2011 13:48,8.29,,United Kingdom
541971,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,1/24/2011 13:48,2.46,,United Kingdom
541971,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,1/24/2011 13:48,5.79,,United Kingdom
541971,22819,"BIRTHDAY CARD, RETRO SPOT",1,1/24/2011 13:48,0.83,,United Kingdom
