InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
556813,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,6/14/2011 17:28,1.63,,United Kingdom
556813,22231,JIGSAW TREE WITH BIRDHOUSE,1,6/14/2011 17:28,3.29,,United Kingdom
556813,22233,JIGSAW RABBIT AND BIRDHOUSE,1,6/14/2011 17:28,3.29,,United Kingdom
556813,22283,6 EGG HOUSE PAINTED WOOD,1,6/14/2011 17:28,15.79,,United Kingdom
556813,22303,COFFEE MUG APPLES DESIGN,1,6/14/2011 17:28,4.96,,United Kingdom
556813,22321,BIRD DECORATION RED RETROSPOT,1,6/14/2011 17:28,1.63,,United Kingdom
556813,22322,BIRD DECORATION GREEN POLKADOT,1,6/14/2011 17:28,1.63,,United Kingdom
556813,22366,DOORMAT AIRMAIL ,1,6/14/2011 17:28,15.79,,United Kingdom
556813,22378,WALL TIDY RETROSPOT ,1,6/14/2011 17:28,4.13,,United Kingdom
556813,22379,RECYCLING BAG RETROSPOT ,1,6/14/2011 17:28,4.13,,United Kingdom
556813,22381,TOY TIDY PINK POLKADOT,2,6/14/2011 17:28,4.13,,United Kingdom
556813,22382,LUNCH BAG SPACEBOY DESIGN ,3,6/14/2011 17:28,4.13,,United Kingdom
556813,22386,JUMBO BAG PINK POLKADOT,1,6/14/2011 17:28,4.13,,United Kingdom
556813,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,6/14/2011 17:28,4.13,,United Kingdom
556813,22419,LIPSTICK PEN RED,1,6/14/2011 17:28,0.83,,United Kingdom
556813,22420,LIPSTICK PEN BABY PINK,1,6/14/2011 17:28,0.83,,United Kingdom
556813,22421,LIPSTICK PEN FUSCHIA,1,6/14/2011 17:28,0.83,,United Kingdom
556813,22425,ENAMEL COLANDER CREAM,1,6/14/2011 17:28,9.96,,United Kingdom
556813,22431,WATERING CAN BLUE ELEPHANT,1,6/14/2011 17:28,4.13,,United Kingdom
556813,22456,NATURAL SLATE CHALKBOARD LARGE ,1,6/14/2011 17:28,9.96,,United Kingdom
556813,22457,NATURAL SLATE HEART CHALKBOARD ,1,6/14/2011 17:28,5.79,,United Kingdom
556813,23131,MISTLETOE HEART WREATH CREAM,1,6/14/2011 17:28,4.15,,United Kingdom
556813,23172,REGENCY TEA PLATE PINK,10,6/14/2011 17:28,1.65,,United Kingdom
556813,23172,REGENCY TEA PLATE PINK,10,6/14/2011 17:28,1.65,,United Kingdom
556813,23171,REGENCY TEA PLATE GREEN ,10,6/14/2011 17:28,1.65,,United Kingdom
556814,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,6/15/2011 8:34,7.9,14852.0,United Kingdom
556814,23138,SINGLE WIRE HOOK IVORY HEART,12,6/15/2011 8:34,1.45,14852.0,United Kingdom
556814,23140,TRIPLE WIRE HOOK IVORY HEART,4,6/15/2011 8:34,4.15,14852.0,United Kingdom
556814,23132,SMALL IVORY HEART WALL ORGANISER,3,6/15/2011 8:34,5.75,14852.0,United Kingdom
556814,23133,LARGE IVORY HEART WALL ORGANISER,2,6/15/2011 8:34,8.25,14852.0,United Kingdom
556814,23142,IVORY WIRE KITCHEN ORGANISER,2,6/15/2011 8:34,10.4,14852.0,United Kingdom
556814,23150,IVORY SWEETHEART SOAP DISH,6,6/15/2011 8:34,2.49,14852.0,United Kingdom
556814,22847,BREAD BIN DINER STYLE IVORY,1,6/15/2011 8:34,16.95,14852.0,United Kingdom
556814,22624,IVORY KITCHEN SCALES,2,6/15/2011 8:34,8.5,14852.0,United Kingdom
556815,22741,FUNKY DIVA PEN,48,6/15/2011 8:36,0.85,14852.0,United Kingdom
556815,22740,POLKADOT PEN,48,6/15/2011 8:36,0.85,14852.0,United Kingdom
556815,85099B,JUMBO BAG RED RETROSPOT,10,6/15/2011 8:36,2.08,14852.0,United Kingdom
556815,20725,LUNCH BAG RED RETROSPOT,10,6/15/2011 8:36,1.65,14852.0,United Kingdom
556815,21936,RED RETROSPOT PICNIC BAG,5,6/15/2011 8:36,2.95,14852.0,United Kingdom
556815,22350,ILLUSTRATED CAT BOWL ,6,6/15/2011 8:36,2.55,14852.0,United Kingdom
556815,22349,DOG BOWL CHASING BALL DESIGN,6,6/15/2011 8:36,3.75,14852.0,United Kingdom
556815,84991,60 TEATIME FAIRY CAKE CASES,24,6/15/2011 8:36,0.55,14852.0,United Kingdom
556815,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,6/15/2011 8:36,1.65,14852.0,United Kingdom
556815,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,6/15/2011 8:36,1.65,14852.0,United Kingdom
556815,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,6/15/2011 8:36,1.65,14852.0,United Kingdom
556815,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,6/15/2011 8:36,1.65,14852.0,United Kingdom
556815,22672,FRENCH BATHROOM SIGN BLUE METAL,12,6/15/2011 8:36,1.65,14852.0,United Kingdom
556815,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/15/2011 8:36,2.95,14852.0,United Kingdom
556815,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,6/15/2011 8:36,0.85,14852.0,United Kingdom
556815,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,6/15/2011 8:36,0.65,14852.0,United Kingdom
556815,85066,CREAM SWEETHEART MINI CHEST,2,6/15/2011 8:36,12.75,14852.0,United Kingdom
556815,82482,WOODEN PICTURE FRAME WHITE FINISH,6,6/15/2011 8:36,2.55,14852.0,United Kingdom
556815,82494L,WOODEN FRAME ANTIQUE WHITE ,6,6/15/2011 8:36,2.95,14852.0,United Kingdom
556815,22767,TRIPLE PHOTO FRAME CORNICE ,2,6/15/2011 8:36,9.95,14852.0,United Kingdom
556815,22766,PHOTO FRAME CORNICE,8,6/15/2011 8:36,2.95,14852.0,United Kingdom
556815,23227,FILIGREE HEART BUTTERFLY WHITE ,24,6/15/2011 8:36,1.25,14852.0,United Kingdom
556815,84879,ASSORTED COLOUR BIRD ORNAMENT,24,6/15/2011 8:36,1.69,14852.0,United Kingdom
556815,21756,BATH BUILDING BLOCK WORD,6,6/15/2011 8:36,5.95,14852.0,United Kingdom
556815,21754,HOME BUILDING BLOCK WORD,6,6/15/2011 8:36,5.95,14852.0,United Kingdom
556816,POST,POSTAGE,3,6/15/2011 9:01,18.0,12437.0,France
556816,21094,SET/6 RED SPOTTY PAPER PLATES,96,6/15/2011 9:01,0.64,12437.0,France
556816,21086,SET/6 RED SPOTTY PAPER CUPS,120,6/15/2011 9:01,0.65,12437.0,France
556816,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,6/15/2011 9:01,10.95,12437.0,France
556816,20677,PINK POLKADOT BOWL,8,6/15/2011 9:01,1.25,12437.0,France
556816,22356,CHARLOTTE BAG PINK POLKADOT,20,6/15/2011 9:01,0.85,12437.0,France
556816,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,6/15/2011 9:01,2.95,12437.0,France
556816,21561,DINOSAUR LUNCH BOX WITH CUTLERY,12,6/15/2011 9:01,2.55,12437.0,France
