InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
565150,22386,JUMBO BAG PINK POLKADOT,20,9/1/2011 14:26,1.79,14298.0,United Kingdom
565150,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,9/1/2011 14:26,1.79,14298.0,United Kingdom
565150,22385,JUMBO BAG SPACEBOY DESIGN,20,9/1/2011 14:26,1.79,14298.0,United Kingdom
565150,23201,JUMBO BAG ALPHABET,20,9/1/2011 14:26,1.79,14298.0,United Kingdom
565150,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,9/1/2011 14:26,1.79,14298.0,United Kingdom
565150,85099F,JUMBO BAG STRAWBERRY,20,9/1/2011 14:26,1.79,14298.0,United Kingdom
565150,23061,VINTAGE EMBOSSED HEART,24,9/1/2011 14:26,1.04,14298.0,United Kingdom
565150,22822,CREAM WALL PLANTER HEART SHAPED,4,9/1/2011 14:26,4.95,14298.0,United Kingdom
565150,23087,ZINC  HEART T-LIGHT HOLDER,32,9/1/2011 14:26,1.04,14298.0,United Kingdom
565150,23088,ZINC HEART FLOWER T-LIGHT HOLDER,32,9/1/2011 14:26,1.04,14298.0,United Kingdom
565150,22948,METAL DECORATION NAUGHTY CHILDREN ,24,9/1/2011 14:26,0.72,14298.0,United Kingdom
565150,23181,BULL DOG BOTTLE TOP WALL CLOCK,8,9/1/2011 14:26,7.5,14298.0,United Kingdom
565150,23183,MOTHER'S KITCHEN SPOON REST ,6,9/1/2011 14:26,3.29,14298.0,United Kingdom
565150,23178,JAM CLOCK MAGNET,6,9/1/2011 14:26,2.49,14298.0,United Kingdom
565150,23226,FILIGREE HEART DAISY WHITE,48,9/1/2011 14:26,1.04,14298.0,United Kingdom
565150,23227,FILIGREE HEART BUTTERFLY WHITE ,24,9/1/2011 14:26,1.04,14298.0,United Kingdom
565150,23228,FILIGREE HEART BIRD WHITE ,24,9/1/2011 14:26,1.04,14298.0,United Kingdom
565150,21390,FILIGRIS HEART WITH BUTTERFLY,72,9/1/2011 14:26,1.06,14298.0,United Kingdom
565150,22294,HEART FILIGREE DOVE  SMALL,24,9/1/2011 14:26,1.06,14298.0,United Kingdom
565150,22295,HEART FILIGREE DOVE LARGE,24,9/1/2011 14:26,1.45,14298.0,United Kingdom
565151,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,8,9/1/2011 14:29,3.75,16923.0,United Kingdom
565151,22799,SWEETHEART WIRE FRUIT BOWL,1,9/1/2011 14:29,8.5,16923.0,United Kingdom
565151,22776,SWEETHEART 3 TIER CAKE STAND ,2,9/1/2011 14:29,9.95,16923.0,United Kingdom
565151,22580,ADVENT CALENDAR GINGHAM SACK,2,9/1/2011 14:29,5.95,16923.0,United Kingdom
565151,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,4,9/1/2011 14:29,0.55,16923.0,United Kingdom
565151,23157,SET OF 6 NATIVITY MAGNETS ,4,9/1/2011 14:29,2.08,16923.0,United Kingdom
565151,22980,PANTRY SCRUBBING BRUSH,2,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,23154,SET OF 4 JAM JAR MAGNETS,2,9/1/2011 14:29,2.08,16923.0,United Kingdom
565151,22979,PANTRY WASHING UP BRUSH,1,9/1/2011 14:29,1.45,16923.0,United Kingdom
565151,23159,SET OF 5 PANCAKE DAY MAGNETS,3,9/1/2011 14:29,2.08,16923.0,United Kingdom
565151,85049H,URBAN BLACK RIBBONS ,1,9/1/2011 14:29,1.25,16923.0,United Kingdom
565151,85049C,ROMANTIC PINKS RIBBONS ,1,9/1/2011 14:29,1.25,16923.0,United Kingdom
565151,23165,LARGE CERAMIC TOP STORAGE JAR,1,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,23198,PANTRY MAGNETIC  SHOPPING LIST,4,9/1/2011 14:29,1.45,16923.0,United Kingdom
565151,23306,SET OF 36 DOILIES PANTRY DESIGN,3,9/1/2011 14:29,1.45,16923.0,United Kingdom
565151,22979,PANTRY WASHING UP BRUSH,1,9/1/2011 14:29,1.45,16923.0,United Kingdom
565151,22423,REGENCY CAKESTAND 3 TIER,1,9/1/2011 14:29,12.75,16923.0,United Kingdom
565151,23247,BISCUIT TIN 50'S CHRISTMAS,6,9/1/2011 14:29,2.89,16923.0,United Kingdom
565151,22365,DOORMAT RESPECTABLE HOUSE,1,9/1/2011 14:29,8.25,16923.0,United Kingdom
565151,23174,REGENCY SUGAR BOWL GREEN,1,9/1/2011 14:29,4.15,16923.0,United Kingdom
565151,82494L,WOODEN FRAME ANTIQUE WHITE ,6,9/1/2011 14:29,2.95,16923.0,United Kingdom
565151,85066,CREAM SWEETHEART MINI CHEST,2,9/1/2011 14:29,12.75,16923.0,United Kingdom
565151,22624,IVORY KITCHEN SCALES,1,9/1/2011 14:29,8.5,16923.0,United Kingdom
565151,22698,PINK REGENCY TEACUP AND SAUCER,5,9/1/2011 14:29,2.95,16923.0,United Kingdom
565151,22697,GREEN REGENCY TEACUP AND SAUCER,5,9/1/2011 14:29,2.95,16923.0,United Kingdom
565151,22699,ROSES REGENCY TEACUP AND SAUCER ,2,9/1/2011 14:29,2.95,16923.0,United Kingdom
565151,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,9/1/2011 14:29,3.75,16923.0,United Kingdom
565151,23245,SET OF 3 REGENCY CAKE TINS,1,9/1/2011 14:29,4.95,16923.0,United Kingdom
565151,47580,TEA TIME DES TEA COSY,2,9/1/2011 14:29,2.55,16923.0,United Kingdom
565151,47559B,TEA TIME OVEN GLOVE,3,9/1/2011 14:29,1.25,16923.0,United Kingdom
565151,23241,TREASURE TIN GYMKHANA DESIGN,3,9/1/2011 14:29,2.08,16923.0,United Kingdom
565151,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,9/1/2011 14:29,4.95,16923.0,United Kingdom
565151,21259,VICTORIAN SEWING BOX SMALL ,1,9/1/2011 14:29,5.95,16923.0,United Kingdom
565151,21756,BATH BUILDING BLOCK WORD,3,9/1/2011 14:29,6.25,16923.0,United Kingdom
565151,21754,HOME BUILDING BLOCK WORD,3,9/1/2011 14:29,6.25,16923.0,United Kingdom
565151,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,9/1/2011 14:29,4.95,16923.0,United Kingdom
565151,22294,HEART FILIGREE DOVE  SMALL,72,9/1/2011 14:29,1.25,16923.0,United Kingdom
565151,23296,SET OF 6 TEA TIME BAKING CASES,4,9/1/2011 14:29,1.25,16923.0,United Kingdom
565151,23295,SET OF 12 MINI LOAF BAKING CASES,4,9/1/2011 14:29,0.83,16923.0,United Kingdom
565151,22078,RIBBON REEL LACE DESIGN ,7,9/1/2011 14:29,2.1,16923.0,United Kingdom
565151,22383,LUNCH BAG SUKI DESIGN ,10,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,23297,SET 40 HEART SHAPE PETIT FOUR CASES,1,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,20727,LUNCH BAG  BLACK SKULL.,5,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,22384,LUNCH BAG PINK POLKADOT,6,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,20728,LUNCH BAG CARS BLUE,10,9/1/2011 14:29,1.65,16923.0,United Kingdom
565151,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,9/1/2011 14:29,0.85,16923.0,United Kingdom
565151,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,9/1/2011 14:29,3.25,16923.0,United Kingdom
565151,23209,LUNCH BAG VINTAGE DOILY ,4,9/1/2011 14:29,1.65,16923.0,United Kingdom
565152,23438, RED SPOT GIFT BAG LARGE,20,9/1/2011 14:42,1.25,17799.0,United Kingdom
565152,23374,RED SPOT PAPER GIFT BAG,20,9/1/2011 14:42,0.82,17799.0,United Kingdom
565152,23445,ICE CREAM BUBBLES,5,9/1/2011 14:42,0.83,17799.0,United Kingdom
565152,22502,PICNIC BASKET WICKER SMALL,2,9/1/2011 14:42,5.95,17799.0,United Kingdom
565152,23076,ICE CREAM SUNDAE LIP GLOSS,24,9/1/2011 14:42,1.25,17799.0,United Kingdom
565152,21841,BABY MOUSE RED GINGHAM DRESS,2,9/1/2011 14:42,4.25,17799.0,United Kingdom
565152,20697,LITTLE GREEN MONSTER SOFT TOY,2,9/1/2011 14:42,2.55,17799.0,United Kingdom
565152,20698,LITTLE PINK MONSTER SOFT TOY,2,9/1/2011 14:42,2.55,17799.0,United Kingdom
565152,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,9/1/2011 14:42,1.45,17799.0,United Kingdom
565152,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,9/1/2011 14:42,1.45,17799.0,United Kingdom
565152,22748,POPPY'S PLAYHOUSE KITCHEN,2,9/1/2011 14:42,2.1,17799.0,United Kingdom
565152,22747,POPPY'S PLAYHOUSE BATHROOM,2,9/1/2011 14:42,2.1,17799.0,United Kingdom
565152,22745,POPPY'S PLAYHOUSE BEDROOM ,2,9/1/2011 14:42,2.1,17799.0,United Kingdom
565152,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,9/1/2011 14:42,2.1,17799.0,United Kingdom
565152,23203,JUMBO BAG VINTAGE DOILY ,2,9/1/2011 14:42,2.08,17799.0,United Kingdom
565152,23200,JUMBO BAG PEARS,4,9/1/2011 14:42,2.08,17799.0,United Kingdom
565152,21930,JUMBO STORAGE BAG SKULLS,2,9/1/2011 14:42,2.08,17799.0,United Kingdom
565152,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,9/1/2011 14:42,2.08,17799.0,United Kingdom
565152,85099B,JUMBO BAG RED RETROSPOT,4,9/1/2011 14:42,2.08,17799.0,United Kingdom
