InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
568595,23005,TRAVEL CARD WALLET I LOVE LONDON,48,9/28/2011 11:11,0.42,16681.0,United Kingdom
C568596,21209,MULTICOLOUR HONEYCOMB FAN,-3,9/28/2011 11:13,0.39,16493.0,United Kingdom
C568596,21208,PASTEL COLOUR HONEYCOMB FAN,-6,9/28/2011 11:13,0.39,16493.0,United Kingdom
C568596,21194,PINK  HONEYCOMB PAPER FAN,-2,9/28/2011 11:13,0.65,16493.0,United Kingdom
C568597,22798,ANTIQUE GLASS DRESSING TABLE POT,-7,9/28/2011 11:17,2.95,13089.0,United Kingdom
C568598,23393,HOME SWEET HOME CUSHION COVER ,-1,9/28/2011 11:19,3.75,15737.0,United Kingdom
C568598,23431,NATURAL HANGING QUILTED HEARTS ,-2,9/28/2011 11:19,0.83,15737.0,United Kingdom
C568598,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-2,9/28/2011 11:19,2.95,15737.0,United Kingdom
C568599,82484,WOOD BLACK BOARD ANT WHITE FINISH,-2,9/28/2011 11:20,7.95,14395.0,United Kingdom
C568600,21931,JUMBO STORAGE BAG SUKI,-1,9/28/2011 11:21,2.08,18223.0,United Kingdom
C568601,23404,HOME SWEET HOME BLACKBOARD,-1,9/28/2011 11:22,4.95,15696.0,United Kingdom
568614,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,9/28/2011 11:26,2.49,13515.0,United Kingdom
568614,23319,BOX OF 6 MINI 50'S CRACKERS,6,9/28/2011 11:26,2.49,13515.0,United Kingdom
568614,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,9/28/2011 11:26,0.85,13515.0,United Kingdom
568614,22355,CHARLOTTE BAG SUKI DESIGN,10,9/28/2011 11:26,0.85,13515.0,United Kingdom
568614,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,9/28/2011 11:26,0.85,13515.0,United Kingdom
568614,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,9/28/2011 11:26,0.55,13515.0,United Kingdom
568614,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,9/28/2011 11:26,2.89,13515.0,United Kingdom
568614,23349,ROLL WRAP VINTAGE CHRISTMAS,12,9/28/2011 11:26,1.25,13515.0,United Kingdom
